384plate	384well	96plate	96well	POOLID	siRNAIDs	OriginalGeneTarget	OriginalGeneIDTarget	OriginalRefSeqTarget	OriginalLocusLinkTarget	CalculatedGeneTarget	CalculatedGeneIDTarget	CalculatedRefSeqTarget	CalculatedRefSeqHits
1	H04	4	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	H05	3	D03	M-006717-01	D-006717-01&D-006717-03&D-006717-05&D-006717-06	DGKI	9162	NM_004717	32483395	DGKI	9162	NM_004717	4
1	H06	4	D03	M-007727-00	D-007727-01&D-007727-02&D-007727-03&D-007727-04	TPRXL	348825	XM_496631	51463910	TPRXL	348825	NR_002223	5
1	H07	3	D04	M-005079-02	D-005079-03&D-005079-04&D-005079-06&D-005079-07	DGKQ	1609	NM_001347	40806174	DGKQ	1609	NM_001347	4
1	H08	4	D04	M-003136-02	D-003136-05&D-003136-06&D-003136-07&D-003136-09	FLT1	2321	NM_002019	32306519	FLT1	2321	NM_002019	4
1	H09	3	D05	M-006718-00	D-006718-01&D-006718-02&D-006718-03&D-006718-04	DGKZ	8525	NM_003646	4503316	DGKZ	8525	NM_201532+NM_003646+NM_201533+NM_001105540	4+4+4+4
1	H10	4	D05	M-003137-01	D-003137-05&D-003137-06&D-003137-07&D-003137-08	FLT3	2322	NM_004119	4758395	FLT3	2322	NM_004119	4
1	H11	3	D06	M-006719-02	D-006719-02&D-006719-03&D-006719-04&D-006719-05	DGUOK	1716	NM_001929	18426962	DGUOK	1716	NM_080916+NM_080918	4+4
1	H12	4	D06	M-003138-01	D-003138-05&D-003138-06&D-003138-07&D-003138-08	FLT4	2324	NM_002020	4503752	FLT4	2324	NM_002020+NM_182925	4+4
1	H13	3	D07	M-004949-00	D-004949-01&D-004949-02&D-004949-03&D-004949-04	DKFZP434C131	25989	XM_044630	37540900	ULK3	25989	NM_001099436	4
1	H14	4	D07	M-006724-00	D-006724-01&D-006724-02&D-006724-03&D-006724-04	FN3K	64122	NM_022158	31542792	FN3K	64122	NM_022158	4
1	H15	3	D08	M-005313-01	D-005313-01&D-005313-03&D-005313-04&D-005313-05	EPHA6	285220	NM_173655	27734954	EPHA6	285220	NM_173655+NM_001080448	4+4
1	H16	4	D08	M-006817-00	D-006817-01&D-006817-02&D-006817-03&D-006817-04	FN3KRP	79672	NM_024619	20149679	FN3KRP	79672	NM_024619	4
1	H17	3	D09	M-006808-00	D-006808-01&D-006808-02&D-006808-03&D-006808-04	DKFZP586B1621	26007	NM_015533	20149620	DAK	26007	NM_015533	4
1	H18	4	D09	M-003008-01	D-003008-05&D-003008-06&D-003008-07&D-003008-08	FRAP1	2475	NM_004958	19924298	FRAP1	2475	NM_004958	4
1	H19	3	D10	M-025870-00	D-025870-01&D-025870-02&D-025870-03&D-025870-04	DKFZP761P0423	157285	XM_291277	37552665	PRAGMIN	157285	NM_001080826	4
1	H20	4	D10	M-006691-00	D-006691-01&D-006691-02&D-006691-03&D-006691-04	FRDA	2395	NM_000144	31742514	FXN	2395	NM_181425+NM_000144	4+4
1	H21	3	D11	M-003113-01	D-003113-05&D-003113-06&D-003113-07&D-003113-08	STYK1	55359	NM_018423	8922178	STYK1	55359	NM_018423	4
1	H22	4	D11	M-003139-01	D-003139-05&D-003139-06&D-003139-07&D-003139-08	FRK	2444	NM_002031	31657133	FRK	2444	NM_002031	4
1	H23	3	D12	M-009415-00	D-009415-01&D-009415-02&D-009415-03&D-009415-04	DLG1	1739	NM_004087	4758161	DLG1	1739	NM_004087+NM_001098424	4+4
1	H24	4	D12	M-007255-00	D-007255-01&D-007255-02&D-007255-03&D-007255-04	FUK	197258	NM_145059	21450821	FUK	197258	NM_145059	4
1	I01	1	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	I02	2	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	I03	1	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	I04	2	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	I05	1	E03	M-004326-00	D-004326-01&D-004326-02&D-004326-03&D-004326-04	ADRBK2	157	NM_005160	6138972	ADRBK2	157	NM_005160	3
1	I06	2	E03	M-005311-01	D-005311-01&D-005311-02&D-005311-05&D-005311-06	CASK	8573	NM_003688	4502566	CASK	8573	NM_003688	4
1	I07	1	E04	M-005429-01	D-005429-02&D-005429-03&D-005429-04&D-005429-05	AGTR2	186	NM_000686	23238239	AGTR2	186	NM_000686	4
1	I08	2	E04	M-007831-00	D-007831-01&D-007831-02&D-007831-03&D-007831-04	CCL2	6347	NM_002982	22538812	CCL2	6347	NM_002982	4
1	I09	1	E05	M-006811-02	D-006811-01&D-006811-04&D-006811-05&D-006811-06	AK1	203	NM_000476	4502010	AK1	203	NM_000476	4
1	I10	2	E05	M-007843-01	D-007843-01&D-007843-03&D-007843-04&D-007843-05	CCL4	6351	NM_002984	4506844	CCL4L2&LOC728835&CCL4L1&CCL4	388372&728835&9560&6351	NM_207007&XM_001133190&NM_001001435&NM_002984	3&3&3&3
1	I11	1	E06	M-006812-00	D-006812-01&D-006812-02&D-006812-03&D-006812-04	AK2	204	NM_001625	26665889	LOC651697&AK2&LOC651697&AK2P2	651697&204&LOC651697&339736	XR_019150&NM_001625+NM_013411&XR_039237&XR_017211	4&4+4&4&2
1	I12	2	E06	M-004686-01	D-004686-01&D-004686-02&D-004686-04&D-004686-05	CCRK	23552	NM_012119	30795214	CCRK&LOC100130344	23552&LOC100130344	NM_178432+NM_012119+NM_001039803&XM_001721881+XM_001723399+XM_001721006	4+4+4&3+3+2
1	I13	1	E07	M-006700-01	D-006700-02&D-006700-03&D-006700-04&D-006700-05	AK3	205	NM_013410	8051578	AK3L1&LOC645619&AK3L2&LOC645619&LOC645619	205&645619&387851&731007&LOC645619	NM_013410+NM_001005353+NM_203464&XM_928632&NM_001002921&XM_001132080&XM_001725174	4+4+4&4&4&4&4
1	I14	2	E07	M-003775-01	D-003775-01&D-003775-02&D-003775-05&D-003775-06	CD3E	916	NM_000733	50726997	CD3E	916	NM_000733	4
1	I15	1	E08	M-006701-00	D-006701-01&D-006701-02&D-006701-03&D-006701-04	AK3L1	50808	NM_016282	19923436	AK3	50808	NM_016282	4
1	I16	2	E08	M-005234-01	D-005234-01&D-005234-02&D-005234-03&D-005234-05	CD4	920	NM_000616	21314613	CD4	920	NM_000616	4
1	I17	1	E09	M-004897-02	D-004897-02&D-004897-06&D-004897-07&D-004897-08	AK5	26289	NM_012093	28144898	AK5	26289	NM_012093+NM_174858	4+4
1	I18	2	E09	M-013630-02	D-013630-02&D-013630-05&D-013630-06&D-013630-07	CD7	924	NM_006137	32130537	CD7	924	NM_006137	4
1	I19	1	E10	M-007257-00	D-007257-01&D-007257-02&D-007257-03&D-007257-04	AK7	122481	NM_152327	22748714	AK7	122481	NM_152327	4
1	I20	2	E10	M-007732-00	D-007732-01&D-007732-02&D-007732-03&D-007732-04	CDADC1	81602	NM_030911	13569863	CDADC1	81602	NM_030911	4
1	I21	1	E11	M-011426-01	D-011426-01&D-011426-02&D-011426-04&D-011426-05	AKAP1	8165	NM_003488	21493027	AKAP1	8165	NM_003488	4
1	I22	2	E11	M-003224-03	D-003224-09&D-003224-10&D-003224-11&D-003224-12	CDC2	983	NM_001786	16306490	CDC2	983	NM_001786+NM_033379	4+4
1	I23	1	E12	M-009277-01	D-009277-02&D-009277-03&D-009277-04&D-009277-05	AKAP11	11215	NM_016248	21464140	AKAP11	11215	NM_016248	4
1	I24	2	E12	M-004687-01	D-004687-02&D-004687-03&D-004687-04&D-004687-05	CDC2L1	984	NM_001787	10835054	LOC100134433&CDC2L1&CDC2L1&CDC2L2	LOC100134433&CDC2L1&984&728642	XM_001713742+XM_001713746+XM_001713745+XM_001713743+XM_001713744+XM_001713747&XM_001713735+XM_001713748+XM_001716037+XM_001716055+XM_001715985+XM_001716018&NM_033487+NM_033489+NM_033486+NM_033492+NM_033493+NM_033488&NM_033529	4+4+4+4+4+4&4+4+0+0+0+0&4+4+4+4+4+4&4
1	J01	3	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	J02	4	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	J03	3	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	J04	4	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	J05	3	E03	M-011252-01	D-011252-01&D-011252-04&D-011252-05&D-011252-06	DLG2	1740	NM_001364	4557526	DLG2	1740	NM_001364	4
1	J06	4	E03	M-020174-01	D-020174-01&D-020174-02&D-020174-03&D-020174-05	FYB	2533	NM_001465	42476117	FYB	2533	NM_001465+NM_199335	4+4
1	J07	3	E04	M-009462-01	D-009462-01&D-009462-02&D-009462-03&D-009462-05	DLG3	1741	NM_021120	10863920	DLG3	1741	NM_021120+NM_020730	4+3
1	J08	4	E04	M-003140-03	D-003140-05&D-003140-07&D-003140-09&D-003140-10	FYN	2534	NM_002037	23510344	FYN	2534	NM_002037+NM_153048+NM_153047	4+4+4
1	J09	3	E05	M-007882-01	D-007882-01&D-007882-02&D-007882-03&D-007882-05	DLG4	1742	NM_001365	4557528	DLG4	1742	NM_001365	4
1	J10	4	E05	M-005005-01	D-005005-01&D-005005-03&D-005005-04&D-005005-05	GAK	2580	NM_005255	4885250	GAK	2580	NM_005255	4
1	J11	3	E06	M-004637-00	D-004637-01&D-004637-02&D-004637-03&D-004637-04	DMPK	1760	NM_004409	4758173	DMPK	1760	NM_001081560+NM_001081562+NM_004409+NM_001081563	4+4+4+3
1	J12	4	E06	M-007728-01	D-007728-03&D-007728-04&D-007728-05&D-007728-06	GALK1	2584	NM_000154	4503894	GALK1	2584	NM_000154	4
1	J13	3	E07	M-012251-00	D-012251-01&D-012251-02&D-012251-03&D-012251-04	DNAJC3	5611	NM_006260	24234721	DNAJC3	5611	NM_006260	4
1	J14	4	E07	M-006725-00	D-006725-01&D-006725-02&D-006725-03&D-006725-04	GALK2	2585	NM_002044	4503896	GALK2	2585	NM_002044+NM_001001556	4+4
1	J15	3	E08	M-011254-00	D-011254-01&D-011254-02&D-011254-03&D-011254-04	DOK1	1796	NM_001381	4755133	DOK1&LOC220077&LOC220077	1796&LOC220077&220077	NM_001381&XR_041797&XR_017002+XR_019008	4&3&3+3
1	J16	4	E08	M-011663-00	D-011663-01&D-011663-02&D-011663-03&D-011663-04	GAP43	2596	NM_002045	28872807	GAP43	2596	NM_002045	4
1	J17	3	E09	M-006720-00	D-006720-01&D-006720-02&D-006720-03&D-006720-04	DTYMK	1841	NM_012145	6912339	DTYMK&LOC727761	1841&727761	NM_012145&XM_001126211+XM_001126163+XM_001126184	4&4+4+1
1	J18	4	E09	M-010819-01	D-010819-01&D-010819-02&D-010819-04&D-010819-05	GCK	2645	NM_000162	15967157	GCK	2645	NM_033508+NM_033507+NM_000162	4+4+4
1	J19	3	E10	M-003484-02	D-003484-01&D-003484-02&D-003484-04&D-003484-08	DUSP1	1843	NM_004417	7108342	DUSP1&LOC100129026	1843&LOC100129026	NM_004417&XM_001715856+XM_001715125+XM_001718088	4&1+1+1
1	J20	4	E10	M-007914-00	D-007914-01&D-007914-02&D-007914-03&D-007914-04	GFRA2	2675	NM_001495	22091444	GFRA2	2675	NM_001495	4
1	J21	3	E11	M-003965-01	D-003965-02&D-003965-03&D-003965-04&D-003965-05	DUSP10	11221	NM_007207	21536334	DUSP10	11221	NM_144729+NM_144728+NM_007207	4+4+4
1	J22	4	E11	M-006727-00	D-006727-01&D-006727-02&D-006727-03&D-006727-04	GK	2710	NM_000167	42794761	GK	2710	NM_000167+NM_203391	4+4
1	J23	3	E12	M-003565-01	D-003565-01&D-003565-02&D-003565-03&D-003565-05	DUSP2	1844	NM_004418	12707563	DUSP2	1844	NM_004418	4
1	J24	4	E12	M-015091-01	D-015091-03&D-015091-05&D-015091-06&D-015091-07	GK2	2712	NM_033214	41393574	GK2	2712	NM_033214	4
1	K01	1	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	K02	2	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	K03	1	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	K04	2	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	K05	1	F03	M-008868-01	D-008868-01&D-008868-02&D-008868-03&D-008868-05	AKAP13	11214	NM_006738	31563329	AKAP13	11214	NM_006738+NM_144767+NM_007200	4+4+4
1	K06	2	F03	M-004026-01	D-004026-01&D-004026-03&D-004026-04&D-004026-05	CDC2L2	985	NM_024011	16357497	CDC2L1&CDC2L1&CDC2L2&LOC100134433&LOC100133692	CDC2L1&984&728642&LOC100134433&LOC100133692	XM_001713735+XM_001713748+XM_001716037+XM_001716055+XM_001715985+XM_001716018&NM_033487+NM_033489+NM_033486+NM_033492+NM_033493+NM_033488&NM_033529&XM_001713742+XM_001713745+XM_001713743+XM_001713746+XM_001713744+XM_001713747&XM_001714086	4+4+2+2+2+2&4+4+4+3+3+3&4&3+3+3+2+2+2&1
1	K07	1	F04	M-009765-01	D-009765-01&D-009765-02&D-009765-03&D-009765-05	AKAP3	10566	NM_006422	21493040	AKAP3	10566	NM_006422	4
1	K08	2	F04	M-004688-00	D-004688-01&D-004688-02&D-004688-03&D-004688-04	CDC2L5	8621	NM_003718	14110386	CDC2L5	8621	NM_031267+NM_003718	4+4
1	K09	1	F05	M-008442-00	D-008442-01&D-008442-02&D-008442-03&D-008442-04	AKAP4	8852	NM_003886	21493036	AKAP4	8852	NM_003886+NM_139289	4+4
1	K10	2	F05	M-003814-02	D-003814-01&D-003814-04&D-003814-08&D-003814-09	CDC42BPA	8476	NM_003607	30089961	CDC42BPA	8476	NM_003607+NM_014826	4+4
1	K11	1	F06	M-011954-00	D-011954-01&D-011954-02&D-011954-03&D-011954-04	AKAP5	9495	NM_004857	21493042	AKAP5	9495	NM_004857	4
1	K12	2	F06	M-004075-01	D-004075-02&D-004075-03&D-004075-04&D-004075-05	CDC42BPB	9578	NM_006035	16357473	CDC42BPB	9578	NM_006035	4
1	K13	1	F07	M-008497-01	D-008497-01&D-008497-03&D-008497-04&D-008497-05	AKAP6	9472	NM_004274	21493044	AKAP6	9472	NM_004274	4
1	K14	2	F07	M-003234-02	D-003234-06&D-003234-07&D-003234-08&D-003234-09	CDC7	8317	NM_003503	11038647	CDC7	8317	NM_003503	4
1	K15	1	F08	M-013371-00	D-013371-01&D-013371-02&D-013371-03&D-013371-04	AKAP7	9465	NM_004842	20336197	AKAP7	9465	NM_004842+NM_138633+NM_016377	4+4+4
1	K16	2	F08	M-003235-04	D-003235-10&D-003235-11&D-003235-12&D-003235-13	CDK10	8558	NM_003674	32528262	CDK10	8558	NM_052987+NM_052988+NM_001098533	4+4+4
1	K17	1	F09	M-009656-01	D-009656-02&D-009656-03&D-009656-04&D-009656-05	AKAP8	10270	NM_005858	21493046	AKAP8	10270	NM_005858	4
1	K18	2	F09	M-004689-00	D-004689-01&D-004689-02&D-004689-03&D-004689-04	CDK11	23097	NM_015076	40254862	CDC2L6	23097	NM_015076	4
1	K19	1	F10	M-003000-01	D-003000-05&D-003000-06&D-003000-07&D-003000-08	AKT1	207	NM_005163	4885060	AKT1	207	NM_001014431+NM_001014432+NM_005163	4+4+4
1	K20	2	F10	M-003236-04	D-003236-06&D-003236-08&D-003236-09&D-003236-10	CDK2	1017	NM_001798	16936527	CDK2	1017	NM_001798+NM_052827	4+4
1	K21	1	F11	M-003001-01	D-003001-05&D-003001-06&D-003001-07&D-003001-08	AKT2	208	NM_001626	6715585	AKT2	208	NM_001626	4
1	K22	2	F11	M-003237-01	D-003237-05&D-003237-06&D-003237-07&D-003237-08	CDK3	1018	NM_001258	4557438	CDK3	1018	NM_001258	4
1	K23	1	F12	M-003002-01	D-003002-05&D-003002-06&D-003002-07&D-003002-08	AKT3	10000	NM_005465	32307164	AKT3	10000	NM_005465+NM_181690	4+4
1	K24	2	F12	M-003238-02	D-003238-05&D-003238-06&D-003238-07&D-003238-08	CDK4	1019	NM_000075	16936531	CDK4	1019	NM_000075	4
1	L01	3	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L02	4	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L03	3	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L04	4	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L05	3	F03	M-004517-00	D-004517-01&D-004517-02&D-004517-03&D-004517-04	DUSP22	56940	NM_020185	34147625	DUSP22&LOC100134371&LOC100134291	56940&LOC100134371&LOC100134291	NM_020185&XM_001717801&XM_001718070	4&2&1
1	L06	4	F03	M-019100-00	D-019100-01&D-019100-02&D-019100-03&D-019100-04	GMFB	2764	NM_004124	31795542	GMFB	2764	NM_004124	4
1	L07	3	F04	M-003963-02	D-003963-01&D-003963-03&D-003963-05&D-003963-06	DUSP4	1846	NM_001394	34328908	DUSP4	1846	NM_001394+NM_057158	4+4
1	L08	4	F04	M-019878-01	D-019878-03&D-019878-04&D-019878-05&D-019878-06	GMFG	9535	NM_004877	4758439	GMFG	9535	NM_004877	4
1	L09	3	F05	M-003566-01	D-003566-01&D-003566-02&D-003566-03&D-003566-05	DUSP5	1847	NM_004419	12707565	DUSP5	1847	NM_004419	4
1	L10	4	F05	M-006729-00	D-006729-01&D-006729-02&D-006729-03&D-006729-04	GNE	10020	NM_005476	38788307	GNE	10020	NM_005476	4
1	L11	3	F06	M-003964-01	D-003964-01&D-003964-03&D-003964-04&D-003964-05	DUSP6	1848	NM_001946	42764682	DUSP6	1848	NM_001946+NM_022652	4+4
1	L12	4	F06	M-004625-00	D-004625-01&D-004625-02&D-004625-03&D-004625-04	GRK4	2868	NM_005307	4885346	GRK4	2868	NM_182982+NM_001004057+NM_001004056	4+4+4
1	L13	3	F07	M-003567-00	D-003567-01&D-003567-02&D-003567-03&D-003567-04	DUSP7	1849	XM_037430	37550083	DUSP7	1849	NM_001947	3
1	L14	4	F07	M-004626-00	D-004626-01&D-004626-02&D-004626-03&D-004626-04	GRK5	2869	NM_005308	4885348	GRK5	2869	NM_005308	4
1	L15	3	F08	M-003568-00	D-003568-01&D-003568-02&D-003568-03&D-003568-04	DUSP8	1850	NM_004420	4758211	DUSP8&LOC728725&LOC441554&LOC441554&LOC728657&LOC728813&LOC728813	1850&728725&LOC441554&441554&728657&728813&LOC728813	NM_004420&XR_015366&XR_037678&XR_016521&XR_015349&XR_015384&XR_038395	4&3&3&3&3&3&3
1	L16	4	F08	M-004627-01	D-004627-02&D-004627-04&D-004627-05&D-004627-06	GRK6	2870	NM_002082	4504100	GRK6	2870	NM_001004106+NM_001004105+NM_002082	3+2+2
1	L17	3	F09	M-004805-00	D-004805-01&D-004805-02&D-004805-03&D-004805-04	DYRK1A	1859	NM_001396	18765757	DYRK1A&LOC100130030	1859&LOC100130030	NM_130437+NM_001396+NM_130438+NM_130436+NM_101395&XM_001725881+XM_001721653+XM_001725400	4+4+4+4+4&1+1+0
1	L18	4	F09	M-004628-00	D-004628-01&D-004628-02&D-004628-03&D-004628-04	GRK7	131890	NM_139209	21166358	GRK7	131890	NM_139209	4
1	L19	3	F10	M-004806-01	D-004806-01&D-004806-02&D-004806-04&D-004806-05	DYRK1B	9149	NM_004714	4758221	DYRK1B	9149	NM_004714+NM_006484+NM_006483	4+4+4
1	L20	4	F10	M-005327-00	D-005327-01&D-005327-02&D-005327-03&D-005327-04	GSG2	83903	NM_031965	13994373	GSG2	83903	NM_031965	4
1	L21	3	F11	M-004730-02	D-004730-01&D-004730-02&D-004730-03&D-004730-05	DYRK2	8445	NM_003583	5922002	DYRK2	8445	NM_006482+NM_003583	4+4
1	L22	4	F11	M-003009-01	D-003009-05&D-003009-06&D-003009-07&D-003009-08	GSK3A	2931	NM_019884	11995473	GSK3A	2931	NM_019884	4
1	L23	3	F12	M-004731-00	D-004731-01&D-004731-02&D-004731-03&D-004731-04	DYRK3	8444	NM_003582	4503428	DYRK3	8444	NM_001004023+NM_003582	4+4
1	L24	4	F12	M-003010-03	D-003010-05&D-003010-06&D-003010-08&D-003010-09	GSK3B	2932	NM_002093	21361339	GSK3B	2932	NM_002093	4
1	M01	1	G01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	M02	2	G01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	M03	1	G02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	M04	2	G02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	M05	1	G03	M-003103-02	D-003103-05&D-003103-06&D-003103-07&D-003103-09	ALK	238	NM_004304	29029631	ALK	238	NM_004304	4
1	M06	2	G03	M-003239-01	D-003239-05&D-003239-06&D-003239-07&D-003239-08	CDK5	1020	NM_004935	38454327	CDK5	1020	NM_004935	4
1	M07	1	G04	M-004929-01	D-004929-01&D-004929-03&D-004929-04&D-004929-05	ACVR1C	130399	NM_145259	21687097	ACVR1C	130399	NM_145259	4
1	M08	2	G04	M-008988-00	D-008988-01&D-008988-02&D-008988-03&D-008988-04	CDK5R1	8851	NM_003885	34304373	CDK5R1	8851	NM_003885	4
1	M09	1	G05	M-005306-01	D-005306-01&D-005306-05&D-005306-06&D-005306-07	ALS2CR2	55437	NM_018571	21359970	ALS2CR2	55437	NM_018571	4
1	M10	2	G05	M-008885-00	D-008885-01&D-008885-02&D-008885-03&D-008885-04	CDK5R2	8941	NM_003936	17978493	CDK5R2	8941	NM_003936	4
1	M11	1	G06	M-004685-01	D-004685-01&D-004685-02&D-004685-05&D-004685-06	ALS2CR7	65061	NM_139158	21040234	PFTK2	65061	NM_139158	4
1	M12	2	G06	M-013297-01	D-013297-02&D-013297-03&D-013297-04&D-013297-05	CDK5RAP1	51654	NM_016082	28872783	CDK5RAP1	51654	NM_016082+NM_016408	4+4
1	M13	1	G07	M-005307-01	D-005307-01&D-005307-03&D-005307-04&D-005307-05	AMHR2	269	NM_020547	10198655	AMHR2	269	NM_020547	4
1	M14	2	G07	M-012957-00	D-012957-01&D-012957-02&D-012957-03&D-012957-04	CDK5RAP3	80279	NM_025197	28872787	CDK5RAP3	80279	NM_176096	4
1	M15	1	G08	M-007803-00	D-007803-01&D-007803-02&D-007803-03&D-007803-04	ANGPT4	51378	NM_015985	21328453	ANGPT4	51378	NM_015985	4
1	M16	2	G08	M-003240-02	D-003240-05&D-003240-06&D-003240-08&D-003240-09	CDK6	1021	NM_001259	45827787	CDK6	1021	NM_001259	4
1	M17	1	G09	M-004930-01	D-004930-01&D-004930-02&D-004930-04&D-004930-05	ANKK1	255239	NM_178510	30425443	ANKK1	255239	NM_178510	4
1	M18	2	G09	M-003241-01	D-003241-05&D-003241-06&D-003241-07&D-003241-08	CDK7	1022	NM_001799	16950659	CDK7	1022	NM_001799	4
1	M19	1	G10	M-005308-02	D-005308-01&D-005308-02&D-005308-03&D-005308-05	ANKRD3	54101	NM_020639	41327753	RIPK4	54101	NM_020639	4
1	M20	2	G10	M-003242-02	D-003242-05&D-003242-06&D-003242-07&D-003242-08	CDK8	1024	NM_001260	4502744	CDK8	1024	NM_001260	4
1	M21	1	G11	M-007687-01	D-007687-01&D-007687-02&D-007687-03&D-007687-05	APEG1	10290	NM_005876	37577150	SPEG	10290	NM_005876	4
1	M22	2	G11	M-003243-02	D-003243-05&D-003243-06&D-003243-07&D-003243-08	CDK9	1025	NM_001261	17017983	CDK9	1025	NM_001261	4
1	M23	1	G12	M-005138-00	D-005138-01&D-005138-02&D-005138-03&D-005138-04	APPL	26060	NM_012096	6912241	APPL1&ASB14	26060&142686	NM_012096&NM_130387	4&1
1	M24	2	G12	M-004323-01	D-004323-01&D-004323-02&D-004323-03&D-004323-05	CDKL1	8814	NM_004196	37596296	CDKL1	8814	NM_004196	4
1	N01	3	G01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	N02	4	G01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	N03	3	G02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	N04	4	G02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	N05	3	G03	M-004732-01	D-004732-01&D-004732-03&D-004732-04&D-004732-05	DYRK4	8798	NM_003845	28827773	DYRK4	8798	NM_003845	4
1	N06	4	G03	M-010924-00	D-010924-01&D-010924-02&D-010924-03&D-010924-04	GTF2H1	2965	NM_005316	19923304	GTF2H1	2965	NM_005316	4
1	N07	3	G04	M-017723-01	D-017723-03&D-017723-04&D-017723-05&D-017723-06	EDN2	1907	NM_001956	31542584	EDN2	1907	NM_001956	4
1	N08	4	G04	M-005328-00	D-005328-01&D-005328-02&D-005328-03&D-005328-04	GUCY2C	2984	NM_004963	4826751	GUCY2C&LOC100131547	2984&LOC100131547	NM_004963&XM_001724138+XM_001722468+XM_001723696	4&1+1+1
1	N09	3	G05	M-004950-00	D-004950-01&D-004950-02&D-004950-03&D-004950-04	EEF2K	29904	NM_013302	25453477	EEF2K	29904	NM_013302	4
1	N10	4	G05	M-005329-01	D-005329-01&D-005329-02&D-005329-03&D-005329-05	GUCY2D	3000	NM_000180	4504216	GUCY2D	3000	NM_000180	4
1	N11	3	G06	M-003114-01	D-003114-05&D-003114-06&D-003114-07&D-003114-08	EGFR	1956	NM_005228	29725608	EGFR	1956	NM_005228+NM_201284+NM_201282+NM_201283	4+2+2+2
1	N12	4	G06	M-004515-01	D-004515-01&D-004515-02&D-004515-04&D-004515-05	GUCY2F	2986	NM_001522	4504218	GUCY2F	2986	NM_001522	4
1	N13	3	G07	M-004883-01	D-004883-02&D-004883-05&D-004883-06&D-004883-07	EIF2AK3	9451	NM_004836	21361154	EIF2AK3	9451	NM_004836	4
1	N14	4	G07	M-006734-01	D-006734-01&D-006734-02&D-006734-03&D-006734-05	GUK1	2987	NM_000858	34147566	GUK1	2987	NM_000858	4
1	N15	3	G08	M-005314-00	D-005314-01&D-005314-02&D-005314-03&D-005314-04	EIF2AK4	440275	XM_031612	27484195	EIF2AK4	440275	NM_001013703	4
1	N16	4	G08	M-005006-00	D-005006-01&D-005006-02&D-005006-03&D-005006-04	HSPB8	26353	NM_014365	38016940	HSPB8	26353	NM_014365	4
1	N17	3	G09	M-006721-01	D-006721-01&D-006721-03&D-006721-04&D-006721-05	EKI1	55500	NM_018638	21071078	ETNK1	55500	NM_018638+NM_001039481	4+4
1	N18	4	G09	M-005330-02	D-005330-01&D-005330-03&D-005330-05&D-005330-06	HAK	115701	NM_052947	46371196	ALPK2	115701	NM_052947	4
1	N19	3	G10	M-007676-00	D-007676-01&D-007676-02&D-007676-03&D-007676-04	RAPGEF3	10411	NM_006105	20070214	RAPGEF3	10411	NM_001098532+NM_001098531+NM_006105	4+4+4
1	N20	4	G10	M-003141-02	D-003141-09&D-003141-10&D-003141-11&D-003141-12	HCK	3055	NM_002110	30795228	HCK	3055	NM_002110	4
1	N21	3	G11	M-003115-02	D-003115-01&D-003115-02&D-003115-04&D-003115-09	EPHA1	2041	NM_005232	32967308	EPHA1	2041	NM_005232	4
1	N22	4	G11	M-004809-02	D-004809-01&D-004809-02&D-004809-04&D-004809-06	HIPK1	204851	NM_152696	38201637	HIPK1	204851	NM_198268+NM_152696+NM_181358+NM_198269	4+4+1+1
1	N23	3	G12	M-003116-01	D-003116-05&D-003116-06&D-003116-07&D-003116-08	EPHA2	1969	NM_004431	32967310	EPHA2	1969	NM_004431	4
1	N24	4	G12	M-003266-03	D-003266-06&D-003266-07&D-003266-08&D-003266-09	HIPK2	28996	NM_022740	13430859	HIPK2	28996	NM_022740	4
1	O01	1	H01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	O02	2	H01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
